name,email,facultyCode,programmeCode,regNumber,password
Geoffrey Atuhaire,geoffrey.atuhaire@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00058,Umu@2026
Sarah Wafula,sarah.wafula@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00059,Umu@2026
William Ajok,william.ajok@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00060,Umu@2026
Susan Aguti,susan.aguti@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00061,Umu@2026
Josephine Doreen Ssewanyana,josephine.doreen.ssewanyana@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00062,Umu@2026
Rachel Bbosa,rachel.bbosa@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00063,Umu@2026
Emmanuel Komakech,emmanuel.komakech@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00064,Umu@2026
Agnes Katongole,agnes.katongole@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00065,Umu@2026
Denis Tendo,denis.tendo@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00066,Umu@2026
Mariam Wandera,mariam.wandera@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00067,Umu@2026
Agnes Kawuma,agnes.kawuma@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00068,Umu@2026
Godfrey Kiguli,godfrey.kiguli@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00069,Umu@2026
Patrick Nabisubi,patrick.nabisubi@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00070,Umu@2026
Zainab Auma,zainab.auma@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00071,Umu@2026
Jacob Mwangi,jacob.mwangi@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00072,Umu@2026
Kenneth Mwesigwa,kenneth.mwesigwa@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00073,Umu@2026
Alice Sserunkuma,alice.sserunkuma@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00074,Umu@2026
Peninah Mbabazi,peninah.mbabazi@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00075,Umu@2026
Allen Byaruhanga,allen.byaruhanga@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00076,Umu@2026
Phoebe Mugisha,phoebe.mugisha@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00077,Umu@2026
Emmanuel Uwera,emmanuel.uwera@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00078,Umu@2026
Teddy Kasirye,teddy.kasirye@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00079,Umu@2026
Michael Birungi,michael.birungi@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00080,Umu@2026
Vincent Nalwoga,vincent.nalwoga@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00081,Umu@2026
Mercy Muwonge,mercy.muwonge@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00082,Umu@2026
William Bbosa,william.bbosa@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00083,Umu@2026
Rebecca Nsubuga,rebecca.nsubuga@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00084,Umu@2026
Jackson Ocen,jackson.ocen@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00085,Umu@2026
Harriet Ochieng,harriet.ochieng@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00086,Umu@2026
Annet Odongo,annet.odongo@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00087,Umu@2026
Nakato Muwonge,nakato.muwonge@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00088,Umu@2026
Elly Wambui,elly.wambui@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00089,Umu@2026
Betty Alupo,betty.alupo@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00090,Umu@2026
Ruth Ssemakula,ruth.ssemakula@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00091,Umu@2026
Harriet Nakimera,harriet.nakimera@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00092,Umu@2026
Robert Ssebulime,robert.ssebulime@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00093,Umu@2026
Phoebe Birungi,phoebe.birungi@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00094,Umu@2026
Martin Ssemanda,martin.ssemanda@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00095,Umu@2026
Geoffrey Namuli,geoffrey.namuli@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00096,Umu@2026
Winnie Aguti,winnie.aguti@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00097,Umu@2026
Umutoni Birungi,umutoni.birungi@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00098,Umu@2026
Fatima Natukunda,fatima.natukunda@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00099,Umu@2026
Florence Mugisha,florence.mugisha@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00100,Umu@2026
Joash Aguti,joash.aguti@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00101,Umu@2026
William Tumusiime,william.tumusiime@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00102,Umu@2026
Ivan Kigozi,ivan.kigozi@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00103,Umu@2026
Patricia James Aguti,patricia.james.aguti@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00104,Umu@2026
Lawrence Nalwoga,lawrence.nalwoga@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00105,Umu@2026
Joash Ssemanda,joash.ssemanda@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00106,Umu@2026
Rose Wasike,rose.wasike@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00107,Umu@2026
Aisha Adhiambo,aisha.adhiambo@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00108,Umu@2026
Martin Nabatanzi,martin.nabatanzi@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00109,Umu@2026
Nakato Kayiwa,nakato.kayiwa@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00110,Umu@2026
Benjamin Bahati,benjamin.bahati@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00111,Umu@2026
Stephen Kakooza,stephen.kakooza@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00112,Umu@2026
Ivan Anyango,ivan.anyango@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00113,Umu@2026
John Nyakato,john.nyakato@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00114,Umu@2026
Umutoni Mukasa,umutoni.mukasa@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00115,Umu@2026
Mackline Mugabi,mackline.mugabi@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00116,Umu@2026
Joseph Odongo,joseph.odongo@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00117,Umu@2026
Amina Akello,amina.akello@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00118,Umu@2026
Isaac Otieno,isaac.otieno@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00119,Umu@2026
Isaac Adongo,isaac.adongo@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00120,Umu@2026
Mary Otieno,mary.otieno@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00121,Umu@2026
Mary Waswa,mary.waswa@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00122,Umu@2026
Grace Adhiambo,grace.adhiambo@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00123,Umu@2026
Andrew Bwette,andrew.bwette@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00124,Umu@2026
Geoffrey Wanyonyi,geoffrey.wanyonyi@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00125,Umu@2026
Gorreti Nakitende,gorreti.nakitende@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00126,Umu@2026
Mercy Ouma,mercy.ouma@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00127,Umu@2026
Diana Masinde,diana.masinde@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00128,Umu@2026
Scovia Ntale,scovia.ntale@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00129,Umu@2026
Victoria Juma,victoria.juma@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00130,Umu@2026
Anthony Musoke,anthony.musoke@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00131,Umu@2026
Ambrose Bwette,ambrose.bwette@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00132,Umu@2026
Sandra Kato,sandra.kato@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00133,Umu@2026
Anitah Owino,anitah.owino@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00134,Umu@2026
Sylvia Tumwebaze,sylvia.tumwebaze@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00135,Umu@2026
Harriet Nabatanzi,harriet.nabatanzi@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00136,Umu@2026
Sarah Ssekajja,sarah.ssekajja@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00137,Umu@2026
Dorcus Nankya,dorcus.nankya@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00138,Umu@2026
Joseph Ochieng,joseph.ochieng@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00139,Umu@2026
Joash Cherono,joash.cherono@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00140,Umu@2026
Moreen Ssemakula,moreen.ssemakula@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00141,Umu@2026
Phoebe Natukunda,phoebe.natukunda@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00142,Umu@2026
Hadijah Nabatanzi,hadijah.nabatanzi@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00143,Umu@2026
Mark Wasike,mark.wasike@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00144,Umu@2026
Ronald Wanyonyi,ronald.wanyonyi@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00145,Umu@2026
Hadijah Cherono,hadijah.cherono@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00146,Umu@2026
Sandra Agnes Nansubuga,sandra.agnes.nansubuga@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00147,Umu@2026
Hassan Akello,hassan.akello@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00148,Umu@2026
Samuel Odongo,samuel.odongo@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00149,Umu@2026
Joy Odongo,joy.odongo@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00150,Umu@2026
Timothy Kagimu,timothy.kagimu@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00151,Umu@2026
Brian Tumwebaze,brian.tumwebaze@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00152,Umu@2026
Evelyn Kaggwa,evelyn.kaggwa@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00153,Umu@2026
David Nalwoga,david.nalwoga@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00154,Umu@2026
Allen Cherono,allen.cherono@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00155,Umu@2026
Winnie Mutua,winnie.mutua@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00156,Umu@2026
Rashidah Otieno,rashidah.otieno@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00157,Umu@2026
Joy Tumwebaze,joy.tumwebaze@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00158,Umu@2026
Lawrence Wanyonyi,lawrence.wanyonyi@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00159,Umu@2026
Clare Kagimu,clare.kagimu@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00160,Umu@2026
Uwase Nakimera,uwase.nakimera@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00161,Umu@2026
Josephine Alupo,josephine.alupo@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00162,Umu@2026
Harriet Tendo,harriet.tendo@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00163,Umu@2026
Kenneth Mutua,kenneth.mutua@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00164,Umu@2026
Andrew Nakimuli,andrew.nakimuli@stud.umu.ac.ug,FBAM,BCOM,2022-B102-00165,Umu@2026
Samuel Oloya,samuel.oloya@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00166,Umu@2026
Martin Kasirye,martin.kasirye@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00167,Umu@2026
Scovia Wanyama,scovia.wanyama@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00168,Umu@2026
Gorreti Kirabo,gorreti.kirabo@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00169,Umu@2026
Geoffrey Nalwoga,geoffrey.nalwoga@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00170,Umu@2026
Edward Ndyanabo,edward.ndyanabo@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00171,Umu@2026
Grace Mutua,grace.mutua@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00172,Umu@2026
Florence Ochieng,florence.ochieng@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00173,Umu@2026
Priscilla Odongo,priscilla.odongo@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00174,Umu@2026
Sylvia Komakech,sylvia.komakech@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00175,Umu@2026
Prossy Obote,prossy.obote@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00176,Umu@2026
Charles Nalwoga,charles.nalwoga@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00177,Umu@2026
Isaac Ssebulime,isaac.ssebulime@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00178,Umu@2026
Immaculate Kiptoo,immaculate.kiptoo@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00179,Umu@2026
Olivia Nakitende,olivia.nakitende@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00180,Umu@2026
Nicholas Nyakato,nicholas.nyakato@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00181,Umu@2026
Prossy Nabulya,prossy.nabulya@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00182,Umu@2026
Rachel Nansubuga,rachel.nansubuga@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00183,Umu@2026
Peter Wasike,peter.wasike@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00184,Umu@2026
Immaculate Komakech,immaculate.komakech@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00185,Umu@2026
Gerald Ouma,gerald.ouma@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00186,Umu@2026
Godfrey Nyambura,godfrey.nyambura@stud.umu.ac.ug,FBAM,BCOM,2023-B102-00187,Umu@2026
Ruth Adongo,ruth.adongo@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00188,Umu@2026
Joseph Adongo,joseph.adongo@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00189,Umu@2026
Simon Nakato,simon.nakato@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00190,Umu@2026
Aisha Oloya,aisha.oloya@stud.umu.ac.ug,FBAM,BCOM,2024-B102-00191,Umu@2026
Sophia Nakitende,sophia.nakitende@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00192,Umu@2026
Evelyn Laker,evelyn.laker@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00193,Umu@2026
Anitah Ssekajja,anitah.ssekajja@stud.umu.ac.ug,FBAM,BCOM,2025-B102-00194,Umu@2026
Denis Kamau,denis.kamau@stud.umu.ac.ug,FBAM,BAF,2022-B103-00001,Umu@2026
Geoffrey Ssewanyana,geoffrey.ssewanyana@stud.umu.ac.ug,FBAM,BAF,2024-B103-00002,Umu@2026
Eric Lwanga,eric.lwanga@stud.umu.ac.ug,FBAM,BAF,2024-B103-00003,Umu@2026
Agnes Nakamatte,agnes.nakamatte@stud.umu.ac.ug,FBAM,BAF,2022-B103-00004,Umu@2026
Alex Wanyama,alex.wanyama@stud.umu.ac.ug,FBAM,BAF,2025-B103-00005,Umu@2026
Moreen Obote,moreen.obote@stud.umu.ac.ug,FBAM,BAF,2023-B103-00006,Umu@2026
Mackline Obote,mackline.obote@stud.umu.ac.ug,FBAM,BAF,2024-B103-00007,Umu@2026
Judith Komakech,judith.komakech@stud.umu.ac.ug,FBAM,BAF,2025-B103-00008,Umu@2026
Brian Kiguli,brian.kiguli@stud.umu.ac.ug,FBAM,BAF,2025-B103-00009,Umu@2026
Cyprian Nabatanzi,cyprian.nabatanzi@stud.umu.ac.ug,FBAM,BAF,2024-B103-00010,Umu@2026
Zainab Ajok,zainab.ajok@stud.umu.ac.ug,FBAM,BAF,2023-B103-00011,Umu@2026
Deogratius Ssekajja,deogratius.ssekajja@stud.umu.ac.ug,FBAM,BAF,2022-B103-00012,Umu@2026
Patricia Ouma,patricia.ouma@stud.umu.ac.ug,FBAM,BAF,2023-B103-00013,Umu@2026
Fatima Ssebaggala,fatima.ssebaggala@stud.umu.ac.ug,FBAM,BAF,2024-B103-00014,Umu@2026
Wilberforce Odongo,wilberforce.odongo@stud.umu.ac.ug,FBAM,BAF,2024-B103-00015,Umu@2026
Emmanuel Kintu,emmanuel.kintu@stud.umu.ac.ug,FBAM,BAF,2024-B103-00016,Umu@2026
Gerald Bwette,gerald.bwette@stud.umu.ac.ug,FBAM,BAF,2022-B103-00017,Umu@2026
Hassan Kakooza,hassan.kakooza@stud.umu.ac.ug,FBAM,BAF,2023-B103-00018,Umu@2026
Mirembe Ruth Wanyonyi,mirembe.ruth.wanyonyi@stud.umu.ac.ug,FBAM,BAF,2024-B103-00019,Umu@2026
Saudah Nakimuli,saudah.nakimuli@stud.umu.ac.ug,FBAM,BAF,2024-B103-00020,Umu@2026
Judith Michael Adhiambo,judith.michael.adhiambo@stud.umu.ac.ug,FBAM,BAF,2025-B103-00021,Umu@2026
Prossy Okello,prossy.okello@stud.umu.ac.ug,FBAM,BAF,2023-B103-00022,Umu@2026
James Byaruhanga,james.byaruhanga@stud.umu.ac.ug,FBAM,BAF,2024-B103-00023,Umu@2026
Uwase Muwonge,uwase.muwonge@stud.umu.ac.ug,FBAM,BAF,2024-B103-00024,Umu@2026
Godfrey Adongo,godfrey.adongo@stud.umu.ac.ug,FBAM,BAF,2025-B103-00025,Umu@2026
Judith Nsubuga,judith.nsubuga@stud.umu.ac.ug,FBAM,BAF,2024-B103-00026,Umu@2026
Nathan Laker,nathan.laker@stud.umu.ac.ug,FBAM,BAF,2024-B103-00027,Umu@2026
Amina Ssekitoleko,amina.ssekitoleko@stud.umu.ac.ug,FBAM,BAF,2025-B103-00028,Umu@2026
Clare Asiimwe,clare.asiimwe@stud.umu.ac.ug,FBAM,BAF,2024-B103-00029,Umu@2026
John Lukwiya,john.lukwiya@stud.umu.ac.ug,FBAM,BAF,2023-B103-00030,Umu@2026
Joy Mutua,joy.mutua@stud.umu.ac.ug,FBAM,BAF,2024-B103-00031,Umu@2026
Lawrence Nabatanzi,lawrence.nabatanzi@stud.umu.ac.ug,FBAM,BAF,2024-B103-00032,Umu@2026
Tonny Twinomugisha,tonny.twinomugisha@stud.umu.ac.ug,FBAM,BAF,2025-B103-00033,Umu@2026
Nakato Adhiambo,nakato.adhiambo@stud.umu.ac.ug,FBAM,BAF,2023-B103-00034,Umu@2026
Samuel Namuli,samuel.namuli@stud.umu.ac.ug,FBAM,BAF,2025-B103-00035,Umu@2026
Prossy Kiptoo,prossy.kiptoo@stud.umu.ac.ug,FBAM,BAF,2024-B103-00036,Umu@2026
Sandra Nyakato,sandra.nyakato@stud.umu.ac.ug,FBAM,BAF,2024-B103-00037,Umu@2026
Priscilla Ajok,priscilla.ajok@stud.umu.ac.ug,FBAM,BAF,2025-B103-00038,Umu@2026
Olivia Njoroge,olivia.njoroge@stud.umu.ac.ug,FBAM,BAF,2022-B103-00039,Umu@2026
Isaac Nyambura,isaac.nyambura@stud.umu.ac.ug,FBAM,BAF,2022-B103-00040,Umu@2026
Rebecca Ssali,rebecca.ssali@stud.umu.ac.ug,FBAM,BAF,2023-B103-00041,Umu@2026
Ronald Amone,ronald.amone@stud.umu.ac.ug,FBAM,BAF,2022-B103-00042,Umu@2026
Ronald Nabisubi,ronald.nabisubi@stud.umu.ac.ug,FBAM,BAF,2024-B103-00043,Umu@2026
Denis Akena,denis.akena@stud.umu.ac.ug,FBAM,BAF,2023-B103-00044,Umu@2026
Saudah Adongo,saudah.adongo@stud.umu.ac.ug,FBAM,BAF,2024-B103-00045,Umu@2026
Moses Anyango,moses.anyango@stud.umu.ac.ug,FBAM,BAF,2024-B103-00046,Umu@2026
Winnie Waswa,winnie.waswa@stud.umu.ac.ug,FBAM,BAF,2023-B103-00047,Umu@2026
David Wanyama,david.wanyama@stud.umu.ac.ug,FBAM,BAF,2023-B103-00048,Umu@2026
Martin Nakayima,martin.nakayima@stud.umu.ac.ug,FBAM,BAF,2025-B103-00049,Umu@2026
Harold Nalwoga,harold.nalwoga@stud.umu.ac.ug,FBAM,BAF,2025-B103-00050,Umu@2026
Shanitah Kamau,shanitah.kamau@stud.umu.ac.ug,FBAM,BAF,2022-B103-00051,Umu@2026
Amina Okeyo,amina.okeyo@stud.umu.ac.ug,FBAM,BAF,2025-B103-00052,Umu@2026
Josephine Bahati,josephine.bahati@stud.umu.ac.ug,FBAM,BAF,2024-B103-00053,Umu@2026
Judith Eva Nabatanzi,judith.eva.nabatanzi@stud.umu.ac.ug,FBAM,BAF,2025-B103-00054,Umu@2026
James Wanyonyi,james.wanyonyi@stud.umu.ac.ug,FBAM,BAF,2023-B103-00055,Umu@2026
Shamim Wandera,shamim.wandera@stud.umu.ac.ug,FBAM,BAF,2025-B103-00056,Umu@2026
Winnie Nabulya,winnie.nabulya@stud.umu.ac.ug,FBAM,BAF,2022-B103-00057,Umu@2026
Hadijah Wasike,hadijah.wasike@stud.umu.ac.ug,FBAM,BAF,2025-B103-00058,Umu@2026
Betty Nakato,betty.nakato@stud.umu.ac.ug,FBAM,BAF,2025-B103-00059,Umu@2026
Jacob Nyakato,jacob.nyakato@stud.umu.ac.ug,FBAM,BAF,2025-B103-00060,Umu@2026
Allen Namukasa,allen.namukasa@stud.umu.ac.ug,FBAM,BAF,2025-B103-00061,Umu@2026
Teddy Nakato,teddy.nakato@stud.umu.ac.ug,FBAM,BAF,2022-B103-00062,Umu@2026
Thomas Ampaire,thomas.ampaire@stud.umu.ac.ug,FBAM,BAF,2024-B103-00063,Umu@2026
Denis Namukasa,denis.namukasa@stud.umu.ac.ug,FBAM,BAF,2025-B103-00064,Umu@2026
Samuel Kirabo,samuel.kirabo@stud.umu.ac.ug,FBAM,BAF,2022-B103-00065,Umu@2026
Fatima Akena,fatima.akena@stud.umu.ac.ug,FBAM,BAF,2022-B103-00066,Umu@2026
Hadijah Sserwadda,hadijah.sserwadda@stud.umu.ac.ug,FBAM,BAF,2025-B103-00067,Umu@2026
Henry Namiiro,henry.namiiro@stud.umu.ac.ug,FBAM,BAF,2022-B103-00068,Umu@2026
Christopher Musoke,christopher.musoke@stud.umu.ac.ug,FBAM,BAF,2025-B103-00069,Umu@2026
Ivan Byaruhanga,ivan.byaruhanga@stud.umu.ac.ug,FBAM,BAF,2023-B103-00070,Umu@2026
Samuel Lubega,samuel.lubega@stud.umu.ac.ug,FBAM,BAF,2025-B103-00071,Umu@2026
Uwase Nansubuga,uwase.nansubuga@stud.umu.ac.ug,FBAM,BAF,2022-B103-00072,Umu@2026
Andrew Wambui,andrew.wambui@stud.umu.ac.ug,FBAM,BAF,2024-B103-00073,Umu@2026
James Nabatanzi,james.nabatanzi@stud.umu.ac.ug,FBAM,BAF,2024-B103-00074,Umu@2026
Saudah Laker,saudah.laker@stud.umu.ac.ug,FBAM,BAF,2025-B103-00075,Umu@2026
Jackson Okello,jackson.okello@stud.umu.ac.ug,FBAM,BAF,2023-B103-00076,Umu@2026
Mirembe Nabatanzi,mirembe.nabatanzi@stud.umu.ac.ug,FBAM,BAF,2022-B103-00077,Umu@2026
Livingstone Kagimu,livingstone.kagimu@stud.umu.ac.ug,FBAM,BAF,2022-B103-00078,Umu@2026
Margaret Mutua,margaret.mutua@stud.umu.ac.ug,FBAM,BHRM,2024-B104-00001,Umu@2026
Tonny Mugisha,tonny.mugisha@stud.umu.ac.ug,FBAM,BHRM,2022-B104-00002,Umu@2026
Elly Sserunkuma,elly.sserunkuma@stud.umu.ac.ug,FBAM,BHRM,2024-B104-00003,Umu@2026
Sarah Kaggwa,sarah.kaggwa@stud.umu.ac.ug,FBAM,BHRM,2023-B104-00004,Umu@2026
Eric Mugabi,eric.mugabi@stud.umu.ac.ug,FBAM,BHRM,2025-B104-00005,Umu@2026
Betty Ochieng,betty.ochieng@stud.umu.ac.ug,FBAM,BHRM,2024-B104-00006,Umu@2026
Fatima Tendo,fatima.tendo@stud.umu.ac.ug,FBAM,BHRM,2023-B104-00007,Umu@2026
Isaac Asiimwe,isaac.asiimwe@stud.umu.ac.ug,FBAM,BHRM,2025-B104-00008,Umu@2026
Clare Tumusiime,clare.tumusiime@stud.umu.ac.ug,FBAM,BHRM,2022-B104-00009,Umu@2026
Vincent Opio,vincent.opio@stud.umu.ac.ug,FBAM,BHRM,2023-B104-00010,Umu@2026
Christopher Ssewanyana,christopher.ssewanyana@stud.umu.ac.ug,FBAM,BHRM,2024-B104-00011,Umu@2026
Shamim Ssekitoleko,shamim.ssekitoleko@stud.umu.ac.ug,FBAM,BHRM,2025-B104-00012,Umu@2026
David Lwanga,david.lwanga@stud.umu.ac.ug,FBAM,BHRM,2022-B104-00013,Umu@2026
Priscilla Bahati,priscilla.bahati@stud.umu.ac.ug,FBAM,BHRM,2024-B104-00014,Umu@2026
Mark Masinde,mark.masinde@stud.umu.ac.ug,FBAM,BHRM,2023-B104-00015,Umu@2026
Elly Lamunu,elly.lamunu@stud.umu.ac.ug,FBAM,BHRM,2025-B104-00016,Umu@2026
Betty Nakimuli,betty.nakimuli@stud.umu.ac.ug,FBAM,BHRM,2025-B104-00017,Umu@2026
Medard Masinde,medard.masinde@stud.umu.ac.ug,FBAM,BHRM,2025-B104-00018,Umu@2026
Isaac Opio,isaac.opio@stud.umu.ac.ug,FBAM,BHRM,2025-B104-00019,Umu@2026
Agnes Ssemanda,agnes.ssemanda@stud.umu.ac.ug,FBAM,BHRM,2024-B104-00020,Umu@2026
Loyce Alupo,loyce.alupo@stud.umu.ac.ug,FBAM,BHRM,2023-B104-00021,Umu@2026
Eric Masinde,eric.masinde@stud.umu.ac.ug,FBAM,BHRM,2024-B104-00022,Umu@2026
Uwase Kakooza,uwase.kakooza@stud.umu.ac.ug,FBAM,BHRM,2023-B104-00023,Umu@2026
Amos Natukunda,amos.natukunda@stud.umu.ac.ug,FBAM,BHRM,2024-B104-00024,Umu@2026
Isaac Wandera,isaac.wandera@stud.umu.ac.ug,FBAM,BHRM,2022-B104-00025,Umu@2026
Julius Ssewanyana,julius.ssewanyana@stud.umu.ac.ug,FBAM,BHRM,2025-B104-00026,Umu@2026
Betty Akello,betty.akello@stud.umu.ac.ug,FBAM,BHRM,2022-B104-00027,Umu@2026
Olivia Nyambura,olivia.nyambura@stud.umu.ac.ug,FBAM,BHRM,2022-B104-00028,Umu@2026
William Wasike,william.wasike@stud.umu.ac.ug,FBAM,BHRM,2023-B104-00029,Umu@2026
Eric Alupo,eric.alupo@stud.umu.ac.ug,FBAM,BHRM,2023-B104-00030,Umu@2026
Livingstone Ochieng,livingstone.ochieng@stud.umu.ac.ug,FBAM,BHRM,2024-B104-00031,Umu@2026
Isaac Nyakato,isaac.nyakato@stud.umu.ac.ug,FBAM,BHRM,2024-B104-00032,Umu@2026
